duration_s,flow_count,total_packets,total_bytes,avg_pkt_size,pkt_rate,byte_rate,syn_count,ack_count,fin_count,rst_count,syn_pct,rst_pct,syn_ack_ratio,distinct_dst_ports,distinct_dst_ips,distinct_src_ips,avg_flow_duration_s,avg_flow_packets,auth_port_pct,tcp_pct,icmp_pct,label
25.873,129514.0,182728.0,14169935.0,77.54659931701764,7062.497584354346,547672.6703513315,106667.0,36030.0,0.0,7482.0,0.5837474278709338,0.04094610568714154,2.960505134610047,3.0,1.0,1.0,0.0052,1.41,0.0,1.0,0.0,SYN_FLOOD
9.979,215.0,498.0,37725.0,75.75301204819277,49.90480008016836,3780.438921735645,383.0,111.0,0.0,133.0,0.7690763052208835,0.26706827309236947,3.4504504504504503,175.0,1.0,1.0,0.0147,2.32,0.06046511627906977,0.9618473895582329,0.0,PORT_SCAN
76.954,232.0,2275.0,264396.0,116.21802197802198,29.56311562751774,3435.7668217376618,717.0,1004.0,290.0,486.0,0.3151648351648352,0.21362637362637363,0.7141434262948207,1.0,1.0,1.0,1.1233,9.81,0.9482758620689655,1.0,0.0,BRUTE_FORCE
12.184,9.0,6087.0,4049675.0,665.298997864301,499.5896257386737,332376.4773473408,21.0,5085.0,22.0,0.0,0.0034499753573188764,0.0,0.004129793510324484,4.0,3.0,1.0,3.1507,676.33,0.0,0.8355511746344669,0.012157056021028421,BENIGN
52.259,140.0,9480.0,68137964.0,7187.54894514768,181.40416004898677,1303851.2792054957,3368.0,2704.0,0.0,0.0,0.35527426160337555,0.0,1.2455621301775148,1.0,1.0,1.0,0.281,67.71,1.0,1.0,0.0,ANOMALY
19.454,221958.0,287968.0,22176860.0,77.01154294921658,14802.50848154621,1139964.0176827388,184094.0,36996.0,0.0,9037.0,0.6392863095899545,0.031381959106567395,4.976051465023246,3.0,1.0,1.0,0.0099,1.3,0.0,1.0,0.0,SYN_FLOOD
27.601,502815.0,554507.0,44199965.0,79.71038237569589,20090.105430962645,1601389.9858700773,352206.0,137422.0,0.0,19016.0,0.6351696191391633,0.03429352560021785,2.5629520746314274,1.0,1.0,93.0,0.0096,1.1,0.0,1.0,0.0,SYN_FLOOD
26.116,105622.0,301058.0,25269216.0,83.93471025516678,11527.722468984532,967576.0453361924,50381.0,29111.0,5125.0,0.0,0.16734649137375524,0.0,1.7306516437085637,2.0,1.0,1.0,1.1506,2.85,0.0,0.9992127762756678,0.0,DOS_DDOS
9.303,94857.0,134345.0,8401557.0,62.53717667200119,14441.040524561968,903101.9026120605,68362.0,9172.0,0.0,3585.0,0.5088540697458037,0.02668502735494436,7.453336240732664,3.0,1.0,1.0,0.0028,1.42,0.0,1.0,0.0,SYN_FLOOD
8.979,10.0,2265.0,1452948.0,641.4781456953642,252.2552622786502,161816.2378884063,19.0,1429.0,18.0,0.0,0.008388520971302429,0.0,0.013296011196641007,1.0,2.0,1.0,1.4966,226.5,0.0,0.9165562913907285,0.011479028697571744,BENIGN
10.981,718.0,774.636548908645,43907.0,56.68077508330694,70.5433520543343,3998.451871414261,669.0,103.0,0.0,213.0,0.8636308226645487,0.2749676610277263,6.495145631067961,677.0,1.0,1.0,0.0032,1.08,0.04596100278551532,0.9694869175202931,0.0,PORT_SCAN
39.656,8.0,16977.0,7449543.0,438.802085174059,428.1067177728465,187854.12043574743,16.0,13410.0,19.0,0.0,0.0009424515520998998,0.0,0.0011931394481730052,2.0,3.0,2.0,2.7483,2122.12,0.0,0.8271190434116746,0.0169641279377982,BENIGN
17.226,2.0,18288.0,11760940.0,643.0960192475941,1061.6509926854756,682743.5272262859,4.0,15603.0,4.0,0.0,0.00021872265966754156,0.0,0.0002563609562263667,2.0,1.0,1.0,2.3009,9144.0,0.0,0.8629155730533683,0.01126421697287839,BENIGN
36.069,84.0,105.0,4696.0,44.72380952380952,2.9110870830907425,130.19490421137263,4.0,23.0,74.0,0.0,0.0380952380952381,0.0,0.17391304347826086,84.0,1.0,1.0,0.0199,1.25,0.0,1.0,0.0,ANOMALY
15.464,1439.0,2886.0,210647.0,72.98925848925849,186.62700465597516,13621.766683911019,1583.0,325.0,0.0,1531.0,0.5485100485100485,0.5304920304920305,4.8707692307692305,1179.0,1.0,1.0,0.0306,2.01,0.08339124391938846,0.9975744975744976,0.0,PORT_SCAN
15.215,193.0,1359.0,137023.0,100.82634289919058,89.31975024646731,9005.783766020375,421.0,486.0,160.0,233.0,0.30978660779985284,0.1714495952906549,0.8662551440329218,3.0,1.0,1.0,0.8106,7.04,0.927461139896373,1.0,0.0,BRUTE_FORCE
12.575,114822.0,162016.0,8848428.0,54.61453189808414,12883.976143141153,703652.3260437376,135099.0,16061.0,0.0,12575.0,0.8338620876950424,0.0776157910329844,8.411618205591184,1.0,1.0,1.0,0.0027,1.41,0.0,1.0,0.0,SYN_FLOOD
19.333,226252.0,309335.0,19153197.0,61.91732910921816,16000.362075208195,990699.6844773187,230384.0,8521.0,0.0,20808.0,0.7447718492896052,0.06726687895000566,27.037202206313815,1.0,1.0,1.0,0.0046,1.37,0.0,1.0,0.0,SYN_FLOOD
29.449,2.0,18038.0,8146713.0,451.6417008537532,612.516554042582,276638.0182688716,4.0,12508.0,3.0,0.0,0.00022175407473112318,0.0,0.0003197953309881676,6.0,3.0,2.0,5.3307,9019.0,0.0,0.8782570129726134,0.006541745204568134,BENIGN
25.522,38.0,42817.0,5476302.0,127.90017983511223,1677.6506543374344,214571.82039025155,1808.0,0.0,0.0,1682.0,0.04222621855804937,0.03928346217623841,1808.0,2.0,2.0,1.0,0.3404,1126.76,0.0,0.4272134899689376,0.5727631548216829,ANOMALY
24.006,90.0,472.0,117189.0,248.28177966101694,19.66175122885945,4881.654586353412,81.0,177.0,49.0,89.0,0.1716101694915254,0.1885593220338983,0.4576271186440678,2.0,1.0,1.0,0.4013,5.24,0.8777777777777778,1.0,0.0,BRUTE_FORCE
33.284,1102.0,2855.0,190428.0,66.69982486865149,85.77694988583103,5721.307535152026,1545.0,539.0,0.0,885.0,0.5411558669001751,0.30998248686514884,2.8664192949907235,875.0,1.0,1.0,0.0176,2.59,0.05353901996370236,0.9835376532399299,0.0,PORT_SCAN
27.687,117.0,145.0,6716.0,46.317241379310346,5.237114891465309,242.5687145591794,75.0,34.0,0.0,59.0,0.5172413793103449,0.4068965517241379,2.2058823529411766,109.0,1.0,1.0,0.0492,1.24,0.09401709401709402,0.9586206896551724,0.0,PORT_SCAN
50.596,137644.0,371576.0,79802604.0,214.76791827243954,7343.979761245949,1577251.24515772,42166.0,33065.0,7778.0,133962.0,0.11347880379787716,0.36052382285185264,1.2752457281112959,5.0,1.0,47.0,1.5174,2.7,0.0,0.9649089284560898,0.0,DOS_DDOS
56.331,576455.0,1069451.0,259975909.0,243.0928663398323,18985.12364417461,4615148.124478528,379521.0,106508.0,30864.0,249169.0,0.35487460388554504,0.23298776662044357,3.5633097983250086,5.0,1.0,1.0,2.2591,1.86,0.0,0.9926336035966117,0.0,DOS_DDOS
33.868,4526.0,223330.0,281248988.0,1259.3426230242242,6594.130152356206,8304269.162631392,82833.0,61023.0,6309.0,0.0,0.3708995656651592,0.0,1.3574062238827982,3.0,1.0,16.0,0.2798,49.34,0.0,0.9791340169256257,0.0,DOS_DDOS
21.75,145936.0,173851.0,8569572.0,49.292624143663254,7993.149425287356,394003.3103448276,120754.0,18233.0,0.0,1841.0,0.6945832925896314,0.010589527814047662,6.622826742719245,2.0,1.0,1.0,0.0044,1.19,0.0,1.0,0.0,SYN_FLOOD
4.657,9.0,1294.0,322339.0,249.10278207109738,277.86128408846895,69216.01889628517,20.0,848.0,11.0,0.0,0.015455950540958269,0.0,0.02358490566037736,4.0,1.0,1.0,0.2843,143.78,0.0,0.8500772797527048,0.008500772797527048,BENIGN
45.737,2.0,55764.0,49281706.0,883.7548597661573,1219.2316942519185,1077501.9349760588,4.0,41144.0,2.0,0.0,7.17308657915501e-05,0.0,9.721952167995334e-05,2.0,2.0,2.0,2.6291,27882.0,0.0,0.8874184061401621,0.016641560863639625,BENIGN
23.738,11.0,8424.0,4052772.0,481.0982905982906,354.87404162102956,170729.29480158395,20.0,6371.0,18.0,0.0,0.0023741690408357074,0.0,0.0031392246115209545,3.0,3.0,2.0,3.7663,765.82,0.0,0.8900759734093068,0.0035612535612535613,BENIGN
48.014,4395.0,390810.0,511731068.0,1309.4113968424554,8139.500978881159,10657955.346357312,31956.0,50027.0,7328.0,0.0,0.08176863437476012,0.0,0.638775061466808,3.0,1.0,39.0,0.8484,88.92,0.0,0.9721373557483176,0.0,DOS_DDOS
12.957,107351.0,138424.0,8364245.0,60.424817950644396,10683.337192251292,645538.7049471327,80571.0,7146.0,0.0,8858.0,0.5820594694561637,0.0639917933306363,11.274979009235937,3.0,1.0,1.0,0.0087,1.29,0.0,1.0,0.0,SYN_FLOOD
43.384,8631.0,450857.0,452353012.0,1003.3181518752066,10392.241379310344,10426724.414530702,156696.0,84291.0,9944.0,138483.0,0.3475514409225098,0.30715504028993673,1.8589885041107592,4.0,1.0,41.0,2.6288,52.24,0.0,0.9748922607389926,0.0,DOS_DDOS
27.868,126.0,142.0,10112.0,71.21126760563381,5.09544997846993,362.8534519879432,1.0,46.0,116.0,0.0,0.007042253521126761,0.0,0.021739130434782608,126.0,1.0,1.0,0.0058,1.13,0.0,1.0,0.0,ANOMALY
82.41,4.0,6.5,481.0,74.0,0.07887392306758889,5.836670307001578,4.0,1.0,4.0,0.0,0.6153846153846154,0.0,4.0,4.0,1.0,1.0,65.9282,1.62,0.0,0.9230769230769231,0.0,ANOMALY
13.952,74.0,92.0,4817.0,52.358695652173914,6.594036697247707,345.2551605504587,0.0,21.0,50.0,0.0,0.0,0.0,0.0,74.0,1.0,1.0,0.0035,1.24,0.0,1.0,0.0,ANOMALY
7.24,281.0,317.0,26808.0,84.56782334384857,43.78453038674033,3702.7624309392263,8.0,111.0,223.0,0.0,0.025236593059936908,0.0,0.07207207207207207,281.0,1.0,1.0,0.0244,1.13,0.0,1.0,0.0,ANOMALY
22.832,137458.0,202870.6750893204,14775626.0,72.83273441809443,8885.365937689225,647145.497547302,156347.0,46521.0,0.0,5190.0,0.7706732376730306,0.025582800460021805,3.360783302164614,2.0,1.0,1.0,0.0056,1.48,0.0,0.9999966723168832,0.0,SYN_FLOOD
54.334,3371.0,273450.0,126410372.0,462.279656244286,5032.760334229028,2326542.7172672725,118906.0,51466.0,6180.0,84625.0,0.4348363503382702,0.30947156701407935,2.310379668130416,5.0,1.0,1.0,3.4602,81.12,0.0,0.9784238434814408,0.0,DOS_DDOS
52.297,446.0,7186.0,1476545.0,205.47522961313666,137.40749947415722,28233.83750501941,2220.0,4090.0,295.0,2804.0,0.3089340384080156,0.39020317283607014,0.5427872860635696,1.0,1.0,1.0,0.4464,16.11,0.8789237668161435,1.0,0.0,BRUTE_FORCE
42.618,440.0,7761.0,978498.0,126.07885581754928,182.1061523300014,22959.735323102912,2180.0,3763.0,1120.0,1590.0,0.28089163767555725,0.20487050637804408,0.5793250066436354,2.0,1.0,1.0,1.8008,17.64,0.9704545454545455,1.0,0.0,BRUTE_FORCE
15.291,222200.0,234609.0,15288669.0,65.16659207447285,15342.946831469491,999847.5573866981,129755.0,44326.0,0.0,1051.0,0.553069149094877,0.004479794040296834,2.927288724450661,1.0,1.0,151.0,0.0061,1.06,0.0,1.0,0.0,SYN_FLOOD
56.994,10595.0,354983.0,494727963.0,1393.6666347402552,6228.42755377759,8680351.668596694,39874.0,70087.0,9364.0,40166.0,0.11232650577633295,0.113149080378497,0.568921483299328,2.0,1.0,1.0,2.0662,33.5,0.0,0.9383745137091072,0.0,DOS_DDOS
37.425,173.0,8707.0,67960708.0,7805.295509360285,232.65197060788245,1815917.3814295258,3360.0,4042.0,0.0,0.0,0.3858964051912255,0.0,0.8312716476991588,1.0,1.0,1.0,0.1253,50.33,1.0,1.0,0.0,ANOMALY
24.972,8462.0,347558.0,409438134.0,1178.0426115928851,13917.908057023866,16395888.755406054,161812.0,17860.0,8025.0,0.0,0.4655683367955852,0.0,9.060022396416572,4.0,1.0,1.0,0.493,41.07,0.0,0.9415550785768131,0.0,DOS_DDOS
9.073,619.0,1573.0,137946.0,87.69612205975842,173.3715419376171,15204.011903449795,860.0,133.0,0.0,826.0,0.5467260012714558,0.5251112523839797,6.466165413533835,553.0,1.0,1.0,0.0092,2.54,0.09693053311793215,0.9713922441195169,0.0,PORT_SCAN
6.977,1193.0,2682.0,206045.0,76.82513049962715,384.4059051168124,29532.0338254264,1584.0,263.0,0.0,585.0,0.5906040268456376,0.2181208053691275,6.022813688212928,1056.0,1.0,1.0,0.0158,2.25,0.05951383067896061,0.977255779269202,0.0,PORT_SCAN
19.048,661.0,678.0,52585.0,77.5589970501475,35.59428811423772,2760.657286854263,17.0,106.0,551.0,0.0,0.025073746312684365,0.0,0.16037735849056603,661.0,1.0,1.0,0.0281,1.03,0.0,1.0,0.0,ANOMALY
41.719,190.0,2210.0,248738.0,112.55113122171946,52.973465327548595,5962.2234473501285,458.0,881.0,262.0,388.0,0.2072398190045249,0.1755656108597285,0.5198637911464246,2.0,1.0,1.0,0.1502,11.63,0.8789473684210526,1.0,0.0,BRUTE_FORCE
35.932,114.0,201.0,14490.0,72.08955223880596,5.593899588110876,403.2617165757542,108.0,13.0,0.0,46.0,0.5373134328358209,0.22885572139303484,8.307692307692308,112.0,1.0,1.0,0.0401,1.76,0.10526315789473684,0.9701492537313433,0.0,PORT_SCAN
27.452,678.0,887.8927789167324,59792.0,67.34146444230443,32.34346418901109,2178.0562436252367,697.0,189.0,0.0,270.0,0.785004694880355,0.304090771330984,3.687830687830688,562.0,1.0,1.0,0.0213,1.31,0.05309734513274336,0.9933631863478811,0.0,PORT_SCAN
36.797,7.0,16691.0,6814027.0,408.2455814510814,453.5967606054842,185178.87327771288,13.0,13887.0,15.0,0.0,0.0007788628602240728,0.0,0.0009361273133146108,1.0,1.0,1.0,3.3674,2384.43,0.0,0.9777125396920496,0.010844167515427475,BENIGN
28.929,272173.0,314633.0,16768344.0,53.29493091951576,10876.041342597395,579637.8720315255,254408.0,9738.0,0.0,23139.0,0.8085865119043457,0.07354282608626558,26.125282398849865,3.0,1.0,37.0,0.0026,1.16,0.0,1.0,0.0,SYN_FLOOD
55.48,31.0,13768.0,99780761.0,7247.295249854736,248.16149963950974,1798499.6575342466,4917.0,4867.0,0.0,0.0,0.35713248111563045,0.0,1.0102732689541811,1.0,1.0,1.0,0.2418,444.13,1.0,1.0,0.0,ANOMALY
29.444,2933.0,75258.0,84103133.0,1117.5308007122167,2555.9706561608477,2856375.933976362,8285.0,17766.0,1068.0,0.0,0.11008796407026496,0.0,0.4663402003827536,2.0,1.0,58.0,0.4621,25.66,0.0,0.9183076882191926,0.0,DOS_DDOS
30.29,1238.0,2713.0,235469.0,86.79284924437891,89.56751403103334,7773.8197424892705,1816.0,624.0,0.0,865.0,0.6693697014375231,0.31883523774419464,2.91025641025641,1000.0,1.0,1.0,0.0405,2.19,0.034733441033925685,0.952082565425728,0.0,PORT_SCAN
63.219,334.0,3148.0,322108.0,102.32147395171538,49.79515651940081,5095.11381072146,654.0,1773.0,342.0,1211.0,0.20775095298602286,0.3846886912325286,0.3688663282571912,1.0,1.0,1.0,0.1647,9.43,0.8712574850299402,1.0,0.0,BRUTE_FORCE
24.766,292.0,363.0,16726.0,46.07713498622589,14.657191310667852,675.3613825405798,13.0,55.0,286.0,0.0,0.03581267217630854,0.0,0.23636363636363636,292.0,1.0,1.0,0.0232,1.24,0.0,1.0,0.0,ANOMALY
44.72,5.0,43860.0,24874615.0,567.1366849065207,980.7692307692308,556230.2101967799,11.0,24911.0,11.0,0.0,0.00025079799361605107,0.0,0.00044157199630685237,2.0,1.0,2.0,1.7449,8772.0,0.0,0.8349749202006383,0.003009575923392613,BENIGN
35.58,2.0,40084.0,33825105.0,843.8555283903802,1126.5879707700956,950677.4873524453,4.0,25616.0,3.0,0.0,9.979044007584074e-05,0.0,0.0001561524047470331,4.0,2.0,1.0,3.9689,20042.0,0.0,0.8902055683065563,0.0011725376708911286,BENIGN
27.951,781.0,863.0,38527.0,44.64310544611819,30.875460627526742,1378.376444492147,406.0,181.0,0.0,134.0,0.4704519119351101,0.1552723059096176,2.2430939226519335,659.0,1.0,1.0,0.0458,1.1,0.046094750320102434,0.9779837775202781,0.0,PORT_SCAN
8.896,1132.0,1382.0570254136128,119534.0,86.48991886874325,155.35712965530718,13436.825539568345,1121.0,259.0,0.0,248.0,0.8111098018292803,0.1794426680228916,4.328185328185328,987.0,1.0,1.0,0.0469,1.22,0.09982332155477032,0.9558216308799993,0.0,PORT_SCAN
45.387,1944.0,156703.0,88246128.0,563.1425563007728,3452.59655848591,1944304.051821006,51379.0,18420.0,2193.0,0.0,0.3278750247283077,0.0,2.7893051031487515,2.0,1.0,1.0,1.0072,80.61,0.0,0.9724957403495785,0.0,DOS_DDOS
29.653,168.0,2061.0,248573.0,120.60795730228044,69.50392877617779,8382.726874177992,381.0,948.0,239.0,475.0,0.1848617176128093,0.2304706453178069,0.40189873417721517,1.0,1.0,1.0,1.7263,12.27,0.9107142857142857,1.0,0.0,BRUTE_FORCE
282.955,3.0,14.0,1052.0,75.14285714285714,0.04947783216412504,3.71790567404711,3.0,7.0,3.0,0.0,0.21428571428571427,0.0,0.42857142857142855,3.0,1.0,1.0,226.3638,4.67,0.0,1.0,0.0,ANOMALY
38.088,247.0,359.0,22468.0,62.58495821727019,9.425540852762024,589.8970804452846,13.0,141.0,190.0,0.0,0.036211699164345405,0.0,0.09219858156028368,247.0,1.0,1.0,0.0186,1.45,0.0,1.0,0.0,ANOMALY
26.236,162.0,8048.0,39294349.0,4882.498633200796,306.7540783656045,1497726.3683488336,2522.0,1860.0,0.0,0.0,0.3133697813121272,0.0,1.3559139784946237,1.0,1.0,1.0,0.1671,49.68,1.0,1.0,0.0,ANOMALY
68.292,150.0,2114.0,210464.0,99.55723746452223,30.955309553095532,3081.825103965325,613.0,1099.0,281.0,487.0,0.2899716177861873,0.2303689687795648,0.5577797998180164,3.0,1.0,1.0,0.347,14.09,0.8666666666666667,1.0,0.0,BRUTE_FORCE
139.068,1.0,17.0,693.0,40.76470588235294,0.12224235625737048,4.983173699197515,1.0,8.0,1.0,0.0,0.058823529411764705,0.0,0.125,1.0,1.0,1.0,111.254,17.0,0.0,1.0,0.0,ANOMALY
17.381,11.0,2477.0,970980.0,391.99838514331856,142.51193832345663,55864.44968643921,27.0,1399.0,21.0,0.0,0.010900282599919257,0.0,0.01929949964260186,4.0,1.0,2.0,1.6901,225.18,0.0,0.8150989099717401,0.006863140896245458,BENIGN
38.921,3.0,41512.0,19870643.0,478.6722634418963,1066.570745869839,510537.8330464274,7.0,28002.0,5.0,0.0,0.00016862593948737715,0.0,0.00024998214413256194,5.0,2.0,2.0,1.7736,13837.33,0.0,0.9250337251878975,0.008985353632684524,BENIGN
7.096,894.0,1123.0,85458.0,76.0979519145147,158.25817361894025,12043.122886133033,745.0,87.0,0.0,167.0,0.6634016028495102,0.14870881567230632,8.563218390804598,804.0,1.0,1.0,0.0096,1.26,0.03467561521252797,0.9795191451469278,0.0,PORT_SCAN
18.968,101.0,1130.0,244885.0,216.71238938053096,59.574019401096585,12910.42808941375,392.0,671.0,59.0,297.0,0.34690265486725663,0.2628318584070796,0.5842026825633383,3.0,1.0,1.0,1.7898,11.19,0.9603960396039604,1.0,0.0,BRUTE_FORCE
20.129,5.0,5989.0,1324288.0,221.1200534312907,297.53092553032934,65790.0541507278,10.0,3377.0,7.0,0.0,0.0016697278343629988,0.0,0.002961208172934557,5.0,2.0,1.0,2.2926,1197.8,0.0,0.9707797628986475,0.01586241442644849,BENIGN
14.976,367.0,461.0,31039.0,67.32971800433839,30.78258547008547,2072.582799145299,19.0,80.0,376.0,0.0,0.04121475054229935,0.0,0.2375,367.0,1.0,1.0,0.0165,1.26,0.0,1.0,0.0,ANOMALY
24.911,123.0,163.0,9276.0,56.9079754601227,6.543294127092449,372.36562161294205,86.0,14.0,0.0,40.0,0.5276073619631901,0.24539877300613497,6.142857142857143,113.0,1.0,1.0,0.0421,1.33,0.06504065040650407,0.9693251533742331,0.0,PORT_SCAN
56.49,14527.0,545315.0,600859714.0,1101.8580343471206,9653.301469286598,10636567.781908302,232188.0,113933.0,17465.0,74813.0,0.42578693048971694,0.13719226502113457,2.037934575583896,3.0,1.0,13.0,0.1818,37.54,0.0,0.9302274831977848,0.0,DOS_DDOS
129.98,3.0,11.0,667.0,60.63636363636363,0.08462840436990307,5.131558701338668,3.0,5.0,3.0,0.0,0.2727272727272727,0.0,0.6,3.0,1.0,1.0,103.9839,3.67,0.0,1.0,0.0,ANOMALY
35.151,7.0,4407.0,764863.0,173.55638756523712,125.37338909277118,21759.352507752268,13.0,3349.0,7.0,0.0,0.0029498525073746312,0.0,0.003881755747984473,6.0,2.0,2.0,3.2939,629.57,0.14285714285714285,0.9804855911050602,0.008849557522123894,BENIGN
42.449,69044.0,386110.0,83486616.0,216.22495143870918,9095.856203915288,1966751.0659850645,184793.0,80135.0,40.0,0.0,0.478601952811375,0.0,2.306021089411618,5.0,1.0,1.0,0.755,5.59,0.0,0.9295174950143742,0.0,DOS_DDOS
27.55,8.0,14234.0,3200369.0,224.8397498946185,516.6606170598911,116165.84392014518,17.0,8080.0,12.0,0.0,0.00119432345089223,0.0,0.002103960396039604,3.0,3.0,2.0,1.2157,1779.25,0.0,0.9011521708585079,0.009905859210341436,BENIGN
65.557,129.0,1487.0,274409.0,184.53866845998655,22.682551062434218,4185.807770337264,311.0,843.0,157.0,539.0,0.20914593140551446,0.3624747814391392,0.36892052194543296,3.0,1.0,1.0,1.8291,11.53,0.8837209302325582,1.0,0.0,BRUTE_FORCE
21.888,1242.0,2958.0,161522.0,54.60513860716701,135.14254385964912,7379.477339181286,1981.0,581.0,0.0,624.0,0.669709263015551,0.21095334685598377,3.4096385542168677,998.0,1.0,1.0,0.0301,2.38,0.061996779388083734,0.9577417173766059,0.0,PORT_SCAN
29.717,4.0,35237.0,24345328.0,690.9024037233589,1185.7522630144363,819239.0887370865,8.0,30271.0,5.0,0.0,0.00022703408349178421,0.0,0.00026427934326583196,3.0,1.0,1.0,4.159,8809.25,0.0,0.8986009024604819,0.007577262536538298,BENIGN
7.529,117.0,303.0,14008.0,46.23102310231023,40.24438836498871,1860.5392482401382,230.0,22.0,0.0,76.0,0.759075907590759,0.2508250825082508,10.454545454545455,105.0,1.0,1.0,0.0333,2.59,0.08547008547008547,0.9504950495049505,0.0,PORT_SCAN
23.309,5.0,3651.0,1096710.0,300.3861955628595,156.6347762666781,47050.92453558711,9.0,2812.0,10.0,0.0,0.0024650780608052587,0.0,0.003200568990042674,5.0,2.0,2.0,1.7492,730.2,0.0,0.9627499315256094,0.008764721993974253,BENIGN
23.681,274706.0,388664.0,21576450.0,55.51440318629974,16412.482580972086,911129.1752882057,271555.0,18485.0,0.0,9628.0,0.6986883271926394,0.024772039602330032,14.690559913443332,2.0,1.0,1.0,0.0026,1.41,0.0,1.0,0.0,SYN_FLOOD
23.219,131538.0,252344.0,57797862.0,229.04393209269887,10867.996037727722,2489248.546449029,85236.0,62572.0,7386.0,0.0,0.3377770028215452,0.0,1.3622067378380107,3.0,1.0,53.0,0.8457,1.92,0.0,0.9056050470785911,0.0,DOS_DDOS
77.833,1.0,7.0,330.0,47.142857142857146,0.08993614533681087,4.239846851592512,1.0,4.0,1.0,0.0,0.14285714285714285,0.0,0.25,1.0,1.0,1.0,62.2663,7.0,0.0,1.0,0.0,ANOMALY
24.074,198295.0,569494.0,145233876.0,255.02266222295583,23655.977403007393,6032810.334801029,237088.0,108055.0,6779.0,39016.0,0.41631342911426633,0.06850994040323516,2.1941418721947157,2.0,1.0,1.0,2.8179,2.87,0.0,0.9455446413834036,0.0,DOS_DDOS
11.968,1332.0,3315.103771411273,200847.0,60.58543377497272,276.99730710321467,16782.002005347593,2683.0,630.0,0.0,545.0,0.8093260980659498,0.16439907694593464,4.258730158730159,1049.0,1.0,1.0,0.036,2.49,0.0518018018018018,0.9854895126281991,0.0,PORT_SCAN
214.171,2.0,18.0,966.0,53.666666666666664,0.08404499208576324,4.510414575269294,2.0,9.0,2.0,0.0,0.1111111111111111,0.0,0.2222222222222222,2.0,1.0,1.0,171.3366,9.0,0.0,1.0,0.0,ANOMALY
9.401,11.0,66005.0,9177497.0,139.04245132944473,7021.061589192639,976225.6142963514,3246.0,0.0,0.0,2480.0,0.049178092568744794,0.03757291114309522,3246.0,3.0,1.0,1.0,0.1214,6000.45,0.0,0.5165820771153701,0.48340277251723357,ANOMALY
30.142,6827.0,136488.0,170206599.0,1247.0444214876034,4528.166677725433,5646824.995023555,37846.0,33681.0,1495.0,0.0,0.27728444991501083,0.0,1.1236602238650872,1.0,1.0,1.0,2.0284,19.99,0.0,0.967682140554481,0.0,DOS_DDOS
